POS.,#,RIDER,HOMETOWN,BIKE,INTERVAL,BEST TIME,TEAM/SPONSORS
1,25,Marvin Musquin,"CLERMONT, FL",KTM 450 SX-F Factory Edit,20 Laps,0:55.153,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, THOR, ALPINESTARS, 100%, AIROH, LEATT"
2,3,Eli Tomac,"Cortez, CO",Kawasaki KX 450F,4.770,0:54.085,MONSTER ENERGY KAWASAKI
3,21,Jason Anderson,"Rio Rancho, NM",Husqvarna FC450,13.238,0:55.300,ROCKSTAR ENERGY HUSQVARNA FACTORY RACING/BEL-RAY/SCOSCHE/FMF/WP
4,1,Ryan Dungey,"Clermont, FL",KTM 450 SX-F Factory Edit,23.252,0:56.281,"RED BULL KTM, MOTOREX, AKRAPOVIC, DUNLOP, FOX, OAKLEY, TARGET"
5,18,David Millsaps,"Lake Havasu City, AZ",KTM 450 SX-F Factory Edit,26.248,0:56.944,Rocky Mountain ATV/MC - KTM - WPS
6,20,Broc Tickle,"Holly, MI",Suzuki RM-Z450,28.012,0:56.639,RCH Yoshimura Suzuki Factory Racing
7,4,Blake Baggett,"Grand Terrace, CA",KTM 450 SX-F Factory Edit,28.574,0:55.790,Rocky Mountain ATV/MC - KTM - WPS
8,2,Cooper Webb,"Newport, NC",Yamaha YZ450F,39.570,0:55.580,Monster Energy-Yamalube-Chaparral-Yamaha Financial Services-Factory Yamaha 
9,22,Chad Reed,"Dade City, FL",Yamaha YZ450F,41.331,0:56.028,Monster Energy-Yamalaube-Chaparral-Yamaha Financail Services-Factory Yamaha
10,15,Dean Wilson,"Clermont, FL",Husqvarna FC450,51.582,0:57.236,Rockstar Energy Husqvarna Factory Racing/Bel-Ray/FMF/Scosche/Dunlop/Pro Taper/O'Neal/100%/Shoei 
11,12,Jacob Weimer,"Huntington Beach , CA",Suzuki RM-Z450,19 Laps,0:58.030,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels 
12,19,Justin Bogle,"Cushing, OK",Suzuki RM-Z450,12.892,0:56.181,RCH Yoshimura Suzuki Factory Racing
13,51,Justin Barcia,"Greenville, FL",Suzuki RM-Z450,15.702,0:56.550,Autotrader/JGR/Suzuki/Toyota/Monster Energy/NFAB/Wienerschnitzel/Alpinestars/Bad Boy Offroad/KMC wheels
14,47,Malcolm Stewart,"Haines City, FL",Suzuki RM-Z450,33.791,0:56.350,"365 Racing,Malcolm Stewart Racing, Seven"
15,10,Justin Brayton,"Mint Hill, NC",Honda CRF 450,48.157,0:57.051,Smartop/MotoConcepts/Honda/Yoshimura
16,61,Vince Friese,"Cape Girardeau, MO",Honda CRF 450,18 Laps,0:58.285,Smartop Motoconcepts
17,80,Cade Clason,"Chesterfield, SC",Honda CRF 450,14.493,1:00.643,"K1 Speed, BWR Engines, SSi Decals, Race-Tech Suspension, Freeport Honda Kawasaki, Rekluse Motorsports, Bel-Ray, TuBliss, Works Connection, No-Toil, Evans Waterless Coolant, MotoSeat, Yoshimura, RK-Â­Excel, Dunlop, FXR, Arai, Dirt Tricks, Pro Taper, WebCams"
18,282,Theodore Pauli,"Edwardsville, IL",Kawasaki KX 450F,17 Laps,1:02.462,Outlaw Motorsports. St Louis Tattoo. Top Secret Designs. Motorcycle closeouts. BSM. Skillz Racing. PRL. JH2. Route15 Cycles. Ryno Power. Pirelli MX. JM racing. Motool. Arai. Novik Gloves. Sidi boots. Maxima. Yoshimura. Tamer holeshot. Rekluse. Dir
19,75,Nick Schmidt,"Lake Elsinore, Ca",Suzuki RM-Z450,22.363,1:01.300,No DSC Construction TPJ Racing/Fly Racing/Suzuki 
20,918,Michael Akaydin,"Louisville, KY",KTM 450 SX-F,51.554,1:03.164,RL Vuckson Excavating/Embree Racing/FLY/Shoei/SIDI/MadCow Designs/Amsoil/FMF/Dragon/PRL/SunStar/Braking/TomZont Racing/Atlas/No Toil/Works Connection/Dunlop/Acerbis/MotoSeat/Modius/FCA MX/Engine Ice
21,314,Alex Ray,"Milan, TN",Yamaha YZ450F,16 Laps,1:00.295,CycleTrader/Rock River/YAMAHA/GPI/RoostMX 
22,981,Austin Politelli,"Murrieta, CA",Yamaha YZ450F,6 Laps,1:01.978,Old Town Construction U of MX Sprinter Rentals TXS Productions Imperial Motion
